OrderID;Order Date;Product Name;Unit Sold;Unit Price;Category;Supplier Name;Supplier City;Supplier Country;Units In Stock;Units On Order;Reorder Level
10640;21/08/1997;Gudbrandsdalsost;20;36;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;15
10640;21/08/1997;Outback Lager;15;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10641;22/08/1997;Chang;50;19;Beverages;Exotic Liquids;London;UK;17;40;25
10641;22/08/1997;Boston Crab Meat;60;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10642;22/08/1997;Sir Rodney's Scones;30;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10642;22/08/1997;Sirop d'érable;20;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10643;25/08/1997;Rössle Sauerkraut;15;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10643;25/08/1997;Chartreuse verte;21;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10643;25/08/1997;Spegesild;2;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10644;25/08/1997;Carnarvon Tigers;4;62,5;Seafood;Pavlova, Ltd.;Melbourne;Australia;42;0;0
10644;25/08/1997;Ipoh Coffee;20;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10644;25/08/1997;Spegesild;21;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10645;26/08/1997;Carnarvon Tigers;20;62,5;Seafood;Pavlova, Ltd.;Melbourne;Australia;42;0;0
10645;26/08/1997;Inlagd Sill;15;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10646;27/08/1997;Chai;15;18;Beverages;Exotic Liquids;London;UK;39;0;10
10646;27/08/1997;Ikura;18;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10646;27/08/1997;Flotemysost;30;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10646;27/08/1997;Original Frankfurter grüne Soße;35;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10647;27/08/1997;Teatime Chocolate Biscuits;30;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10647;27/08/1997;Chartreuse verte;20;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10648;28/08/1997;Gustaf's Knäckebröd;15;21;Grains/Cereals;PB Knäckebröd AB;Göteborg;Sweden;104;0;25
10648;28/08/1997;Guaraná Fantástica;15;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10649;28/08/1997;Rössle Sauerkraut;20;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10649;28/08/1997;Mozzarella di Giovanni;15;34,8;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;14;0;0
10650;29/08/1997;Nord-Ost Matjeshering;30;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10650;29/08/1997;Perth Pasties;25;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10650;29/08/1997;Tourtière;30;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10651;01/09/1997;Teatime Chocolate Biscuits;12;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10651;01/09/1997;Gustaf's Knäckebröd;20;21;Grains/Cereals;PB Knäckebröd AB;Göteborg;Sweden;104;0;25
10652;01/09/1997;Nord-Ost Matjeshering;2;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10652;01/09/1997;Singaporean Hokkien Fried Mee;20;14;Grains/Cereals;Leka Trading;Singapore;Singapore;26;0;0
10653;02/09/1997;Pavlova;30;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10653;02/09/1997;Camembert Pierrot;20;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10654;02/09/1997;Chef Anton's Cajun Seasoning;12;22;Condiments;New Orleans Cajun Delights;New Orleans;USA;53;0;0
10654;02/09/1997;Chartreuse verte;20;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10654;02/09/1997;Tourtière;6;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10655;03/09/1997;Jack's New England Clam Chowder;20;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10656;04/09/1997;Tofu;3;23,25;Produce;Mayumi's;Osaka;Japan;35;0;0
10656;04/09/1997;Gula Malacca;28;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10656;04/09/1997;Zaanse koeken;6;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10657;04/09/1997;Genen Shouyu;50;15,5;Condiments;Mayumi's;Osaka;Japan;39;0;5
10657;04/09/1997;Jack's New England Clam Chowder;24;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10657;04/09/1997;Spegesild;45;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10657;04/09/1997;Zaanse koeken;10;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10657;04/09/1997;Gnocchi di nonna Alice;45;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10657;04/09/1997;Camembert Pierrot;30;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10658;05/09/1997;Sir Rodney's Scones;60;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10658;05/09/1997;Boston Crab Meat;70;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10658;05/09/1997;Camembert Pierrot;55;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10658;05/09/1997;Original Frankfurter grüne Soße;70;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10659;05/09/1997;Gorgonzola Telino;20;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10659;05/09/1997;Boston Crab Meat;24;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10659;05/09/1997;Outback Lager;40;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10660;08/09/1997;Sir Rodney's Marmalade;21;81;Confections;Specialty Biscuits, Ltd.;Manchester;UK;40;0;0
10661;09/09/1997;Chartreuse verte;3;18;Beverages;Aux joyeux ecclésiastiques;Paris;France;69;0;5
10661;09/09/1997;Escargots de Bourgogne;49;13,25;Seafood;Escargots Nouveaux;Montceau;France;62;0;20
10662;09/09/1997;Scottish Longbreads;10;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10663;10/09/1997;Boston Crab Meat;30;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10663;10/09/1997;Singaporean Hokkien Fried Mee;30;14;Grains/Cereals;Leka Trading;Singapore;Singapore;26;0;0
10663;10/09/1997;Manjimup Dried Apples;20;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10664;10/09/1997;Ikura;24;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10664;10/09/1997;Gnocchi di nonna Alice;12;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10664;10/09/1997;Louisiana Fiery Hot Pepper Sauce;15;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10665;11/09/1997;Manjimup Dried Apples;20;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10665;11/09/1997;Raclette Courdavault;1;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10665;11/09/1997;Lakkalikööri;10;18;Beverages;Karkki Oy;Lappeenranta;Finland;57;0;20
10666;12/09/1997;Thüringer Rostbratwurst;36;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10666;12/09/1997;Louisiana Fiery Hot Pepper Sauce;10;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10667;12/09/1997;Gudbrandsdalsost;45;36;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;15
10667;12/09/1997;Flotemysost;14;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10668;15/09/1997;Gorgonzola Telino;8;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10668;15/09/1997;Pâté chinois;4;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10668;15/09/1997;Wimmers gute Semmelknödel;15;33,25;Grains/Cereals;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;22;80;30
10669;15/09/1997;Inlagd Sill;30;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10670;16/09/1997;Tunnbröd;32;9;Grains/Cereals;PB Knäckebröd AB;Göteborg;Sweden;61;0;25
10670;16/09/1997;Spegesild;60;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10670;16/09/1997;Laughing Lumberjack Lager;25;14;Beverages;Bigfoot Breweries;Bend;USA;52;0;10
10670;16/09/1997;Röd Kaviar;50;15;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;101;0;5
10670;16/09/1997;Rhönbräu Klosterbier;25;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10671;17/09/1997;Pavlova;10;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10671;17/09/1997;Tarte au sucre;10;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10671;17/09/1997;Louisiana Fiery Hot Pepper Sauce;12;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10672;17/09/1997;Côte de Blaye;15;263,5;Beverages;Aux joyeux ecclésiastiques;Paris;France;17;0;15
10672;17/09/1997;Flotemysost;12;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10673;18/09/1997;Pavlova;3;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10673;18/09/1997;Singaporean Hokkien Fried Mee;6;14;Grains/Cereals;Leka Trading;Singapore;Singapore;26;0;0
10673;18/09/1997;Ipoh Coffee;6;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10674;18/09/1997;Tunnbröd;5;9;Grains/Cereals;PB Knäckebröd AB;Göteborg;Sweden;61;0;25
10675;19/09/1997;Tofu;30;23,25;Produce;Mayumi's;Osaka;Japan;35;0;0
10675;19/09/1997;Perth Pasties;10;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10675;19/09/1997;Escargots de Bourgogne;30;13,25;Seafood;Escargots Nouveaux;Montceau;France;62;0;20
10676;22/09/1997;Ikura;2;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10676;22/09/1997;Teatime Chocolate Biscuits;7;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10676;22/09/1997;Gula Malacca;21;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10677;22/09/1997;Gumbär Gummibärchen;30;31,23;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;15;0;0
10677;22/09/1997;Geitost;8;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10678;23/09/1997;Queso Manchego La Pastora;100;38;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;86;0;0
10678;23/09/1997;Geitost;30;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10678;23/09/1997;Jack's New England Clam Chowder;120;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10678;23/09/1997;Tourtière;30;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10679;23/09/1997;Raclette Courdavault;12;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10680;24/09/1997;Pavlova;50;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10680;24/09/1997;Gorgonzola Telino;20;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10680;24/09/1997;Singaporean Hokkien Fried Mee;40;14;Grains/Cereals;Leka Trading;Singapore;Singapore;26;0;0
10681;25/09/1997;Teatime Chocolate Biscuits;30;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10681;25/09/1997;Sir Rodney's Scones;12;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10681;25/09/1997;Wimmers gute Semmelknödel;28;33,25;Grains/Cereals;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;22;80;30
10682;25/09/1997;Geitost;30;2,5;Dairy Products;Norske Meierier;Sandvika;Norway;112;0;20
10682;25/09/1997;Louisiana Hot Spiced Okra;4;17;Condiments;New Orleans Cajun Delights;New Orleans;USA;4;100;20
10682;25/09/1997;Rhönbräu Klosterbier;30;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10683;26/09/1997;Filo Mix;9;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10684;26/09/1997;Boston Crab Meat;20;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10684;26/09/1997;Zaanse koeken;40;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10684;26/09/1997;Camembert Pierrot;30;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10685;29/09/1997;Ikura;20;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10685;29/09/1997;Jack's New England Clam Chowder;4;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10685;29/09/1997;Zaanse koeken;15;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10686;30/09/1997;Alice Mutton;30;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10686;30/09/1997;Gumbär Gummibärchen;15;31,23;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;15;0;0
10687;30/09/1997;Mishi Kobe Niku;50;97;Meat/Poultry;Tokyo Traders;Tokyo;Japan;29;0;0
10687;30/09/1997;Thüringer Rostbratwurst;10;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10687;30/09/1997;Inlagd Sill;6;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10688;01/10/1997;Ikura;18;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10688;01/10/1997;Rössle Sauerkraut;60;45,6;Produce;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;26;0;0
10688;01/10/1997;Sasquatch Ale;14;14;Beverages;Bigfoot Breweries;Bend;USA;111;0;15
10689;01/10/1997;Chai;35;18;Beverages;Exotic Liquids;London;UK;39;0;10
10690;02/10/1997;Gnocchi di nonna Alice;20;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10690;02/10/1997;Original Frankfurter grüne Soße;30;13;Condiments;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;32;0;15
10691;03/10/1997;Chai;30;18;Beverages;Exotic Liquids;London;UK;39;0;10
10691;03/10/1997;Thüringer Rostbratwurst;40;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10691;03/10/1997;Ipoh Coffee;40;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10691;03/10/1997;Gula Malacca;24;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10691;03/10/1997;Tarte au sucre;48;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10692;03/10/1997;Vegie-spread;20;43,9;Condiments;Pavlova, Ltd.;Melbourne;Australia;24;0;5
10693;06/10/1997;Mishi Kobe Niku;6;97;Meat/Poultry;Tokyo Traders;Tokyo;Japan;29;0;0
10693;06/10/1997;Tourtière;60;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10693;06/10/1997;Gudbrandsdalsost;30;36;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;15
10693;06/10/1997;Röd Kaviar;15;15;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;101;0;5
10694;06/10/1997;Uncle Bob's Organic Dried Pears;90;30;Produce;Grandma Kelly's Homestead;Ann Arbor;USA;15;0;10
10694;06/10/1997;Raclette Courdavault;25;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10694;06/10/1997;Outback Lager;50;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10695;07/10/1997;Northwoods Cranberry Sauce;10;40;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;6;0;0
10695;07/10/1997;Queso Manchego La Pastora;4;38;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;86;0;0
10695;07/10/1997;Guaraná Fantástica;20;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10696;08/10/1997;Alice Mutton;20;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10696;08/10/1997;Spegesild;18;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10697;08/10/1997;Teatime Chocolate Biscuits;7;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10697;08/10/1997;Steeleye Stout;9;18;Beverages;Bigfoot Breweries;Bend;USA;20;0;15
10697;08/10/1997;Escargots de Bourgogne;30;13,25;Seafood;Escargots Nouveaux;Montceau;France;62;0;20
10697;08/10/1997;Outback Lager;30;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10698;09/10/1997;Queso Cabrales;15;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10698;09/10/1997;Alice Mutton;8;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10698;09/10/1997;Thüringer Rostbratwurst;12;123,79;Meat/Poultry;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;0;0;0
10698;09/10/1997;Louisiana Fiery Hot Pepper Sauce;65;21,05;Condiments;New Orleans Cajun Delights;New Orleans;USA;76;0;0
10698;09/10/1997;Outback Lager;8;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10699;09/10/1997;Zaanse koeken;12;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10700;10/10/1997;Chai;5;18;Beverages;Exotic Liquids;London;UK;39;0;10
10700;10/10/1997;Sasquatch Ale;12;14;Beverages;Bigfoot Breweries;Bend;USA;111;0;15
10700;10/10/1997;Scottish Longbreads;40;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10700;10/10/1997;Flotemysost;60;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10701;13/10/1997;Raclette Courdavault;42;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10701;13/10/1997;Flotemysost;20;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10701;13/10/1997;Lakkalikööri;35;18;Beverages;Karkki Oy;Lappeenranta;Finland;57;0;20
10702;13/10/1997;Aniseed Syrup;6;10;Condiments;Exotic Liquids;London;UK;13;70;25
10702;13/10/1997;Lakkalikööri;15;18;Beverages;Karkki Oy;Lappeenranta;Finland;57;0;20
10703;14/10/1997;Chang;5;19;Beverages;Exotic Liquids;London;UK;17;40;25
10703;14/10/1997;Raclette Courdavault;35;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10703;14/10/1997;Röd Kaviar;35;15;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;101;0;5
10704;14/10/1997;Chef Anton's Cajun Seasoning;6;22;Condiments;New Orleans Cajun Delights;New Orleans;USA;53;0;0
10704;14/10/1997;Guaraná Fantástica;35;4,5;Beverages;Refrescos Americanas LTDA;Sao Paulo;Brazil;20;0;0
10704;14/10/1997;Chocolade;24;12,75;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;15;70;25
10705;15/10/1997;Gorgonzola Telino;20;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10705;15/10/1997;Mascarpone Fabioli;4;32;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;9;40;25
10706;16/10/1997;Pavlova;20;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10706;16/10/1997;Ipoh Coffee;24;46;Beverages;Leka Trading;Singapore;Singapore;17;10;25
10706;16/10/1997;Raclette Courdavault;8;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10707;16/10/1997;Pâté chinois;21;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10707;16/10/1997;Ravioli Angelo;40;19,5;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;36;0;20
10707;16/10/1997;Outback Lager;28;15;Beverages;Pavlova, Ltd.;Melbourne;Australia;15;10;30
10708;17/10/1997;Chef Anton's Gumbo Mix;4;21,35;Condiments;New Orleans Cajun Delights;New Orleans;USA;0;0;0
10708;17/10/1997;Inlagd Sill;5;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10709;17/10/1997;Northwoods Cranberry Sauce;40;40;Condiments;Grandma Kelly's Homestead;Ann Arbor;USA;6;0;0
10709;17/10/1997;Manjimup Dried Apples;28;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10709;17/10/1997;Camembert Pierrot;10;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
10710;20/10/1997;Teatime Chocolate Biscuits;5;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10710;20/10/1997;Zaanse koeken;5;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10711;21/10/1997;Teatime Chocolate Biscuits;12;9,2;Confections;Specialty Biscuits, Ltd.;Manchester;UK;25;0;5
10711;21/10/1997;Jack's New England Clam Chowder;42;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10711;21/10/1997;Perth Pasties;120;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10712;21/10/1997;Perth Pasties;3;32,8;Meat/Poultry;G'day, Mate;Sydney;Australia;0;0;0
10712;21/10/1997;Gnocchi di nonna Alice;30;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10713;22/10/1997;Ikura;18;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10713;22/10/1997;Gumbär Gummibärchen;30;31,23;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;15;0;0
10713;22/10/1997;Rogede sild;110;9,5;Seafood;Lyngbysild;Lyngby;Denmark;5;70;15
10713;22/10/1997;Spegesild;24;12;Seafood;Lyngbysild;Lyngby;Denmark;95;0;0
10714;22/10/1997;Chang;30;19;Beverages;Exotic Liquids;London;UK;17;40;25
10714;22/10/1997;Alice Mutton;27;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10714;22/10/1997;Zaanse koeken;50;9,5;Confections;Zaanse Snoepfabriek;Zaandam;Netherlands;36;0;0
10714;22/10/1997;Gnocchi di nonna Alice;18;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10714;22/10/1997;Escargots de Bourgogne;12;13,25;Seafood;Escargots Nouveaux;Montceau;France;62;0;20
10715;23/10/1997;Ikura;21;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10715;23/10/1997;Flotemysost;30;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10716;24/10/1997;Sir Rodney's Scones;5;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10716;24/10/1997;Manjimup Dried Apples;7;53;Produce;G'day, Mate;Sydney;Australia;20;0;10
10716;24/10/1997;Sirop d'érable;10;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10717;24/10/1997;Sir Rodney's Scones;32;10;Confections;Specialty Biscuits, Ltd.;Manchester;UK;3;40;5
10717;24/10/1997;Tourtière;15;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10717;24/10/1997;Gudbrandsdalsost;25;36;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;15
10718;27/10/1997;Queso Manchego La Pastora;36;38;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;86;0;0
10718;27/10/1997;Pavlova;20;17,45;Confections;Pavlova, Ltd.;Melbourne;Australia;29;0;10
10718;27/10/1997;Inlagd Sill;40;19;Seafood;Svensk Sjöföda AB;Stockholm;Sweden;112;0;20
10718;27/10/1997;Tarte au sucre;20;49,3;Confections;Forêts d'érables;Ste-Hyacinthe;Canada;17;0;0
10719;27/10/1997;Carnarvon Tigers;12;62,5;Seafood;Pavlova, Ltd.;Melbourne;Australia;42;0;0
10719;27/10/1997;Nord-Ost Matjeshering;3;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10719;27/10/1997;Tourtière;40;7,45;Meat/Poultry;Ma Maison;Montréal;Canada;21;0;10
10720;28/10/1997;Steeleye Stout;21;18;Beverages;Bigfoot Breweries;Bend;USA;20;0;15
10720;28/10/1997;Flotemysost;8;21,5;Dairy Products;Norske Meierier;Sandvika;Norway;26;0;0
10721;29/10/1997;Gula Malacca;50;19,45;Condiments;Leka Trading;Singapore;Singapore;27;0;15
10722;29/10/1997;Chang;3;19;Beverages;Exotic Liquids;London;UK;17;40;25
10722;29/10/1997;Gorgonzola Telino;50;12,5;Dairy Products;Formaggi Fortini s.r.l.;Ravenna;Italy;0;70;20
10722;29/10/1997;Scottish Longbreads;45;12,5;Confections;Specialty Biscuits, Ltd.;Manchester;UK;6;10;15
10722;29/10/1997;Rhönbräu Klosterbier;42;7,75;Beverages;Plutzer Lebensmittelgroßmärkte AG;Frankfurt;Germany;125;0;25
10723;30/10/1997;Gumbär Gummibärchen;15;31,23;Confections;Heli Süßwaren GmbH & Co. KG;Berlin;Germany;15;0;0
10724;30/10/1997;Ikura;16;31;Seafood;Tokyo Traders;Tokyo;Japan;31;0;0
10724;30/10/1997;Sirop d'érable;5;28,5;Condiments;Forêts d'érables;Ste-Hyacinthe;Canada;113;0;25
10725;31/10/1997;Jack's New England Clam Chowder;12;9,65;Seafood;New England Seafood Cannery;Boston;USA;85;0;10
10725;31/10/1997;Filo Mix;4;7;Grains/Cereals;G'day, Mate;Sydney;Australia;38;0;25
10725;31/10/1997;Pâté chinois;6;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10726;03/11/1997;Chef Anton's Cajun Seasoning;25;22;Condiments;New Orleans Cajun Delights;New Orleans;USA;53;0;0
10726;03/11/1997;Queso Cabrales;5;21;Dairy Products;Cooperativa de Quesos 'Las Cabras';Oviedo;Spain;22;30;30
10727;03/11/1997;Alice Mutton;20;39;Meat/Poultry;Pavlova, Ltd.;Melbourne;Australia;0;0;0
10727;03/11/1997;Gnocchi di nonna Alice;10;38;Grains/Cereals;Pasta Buttini s.r.l.;Salerno;Italy;21;10;30
10727;03/11/1997;Raclette Courdavault;10;55;Dairy Products;Gai pâturage;Annecy;France;79;0;0
10728;04/11/1997;Nord-Ost Matjeshering;15;25,89;Seafood;Nord-Ost-Fisch Handelsgesellschaft mbH;Cuxhaven;Germany;10;0;15
10728;04/11/1997;Boston Crab Meat;6;18,4;Seafood;New England Seafood Cannery;Boston;USA;123;0;30
10728;04/11/1997;Pâté chinois;12;24;Meat/Poultry;Ma Maison;Montréal;Canada;115;0;20
10728;04/11/1997;Camembert Pierrot;15;34;Dairy Products;Gai pâturage;Annecy;France;19;0;0
